노선번호,구간번호,위치?시점,위치?방향,종류,설치형식,설치일자,비고,공간경도,공간위도
0086,01,6.521,0,4색등,측주식,,,,
0086,01,6.521,0,4색등,측주식,,,,
0086,01,6.521,0,2색보행등,측주식,,,,
0086,01,6.524,1,4색등,측주식,,,,
0086,01,6.524,1,2색보행등,측주식,,,,
0086,01,6.524,1,4색등,측주식,,,,
0086,01,6.538,1,4색등,측주식,,,,
0086,01,6.538,1,2색보행등,측주식,,,,
0086,01,6.538,0,3색등,측주식,,,,
0086,01,6.638,0,3색등,측주식,,,,
0086,01,6.638,0,3색등,측주식,,,,
0086,01,6.638,0,2색보행등,측주식,,,,
0086,01,6.638,0,3색등,측주식,,,,
0086,01,6.638,0,3색등,측주식,,,,
0086,01,6.643,1,3색등,측주식,,,,
0086,01,6.643,1,3색등,측주식,,,,
0086,01,6.643,1,3색등,측주식,,,,
0086,01,6.643,1,2색보행등,측주식,,,,
0086,01,6.66,0,3색등,측주식,,,,
0086,01,6.66,0,2색보행등,측주식,,,,
0086,01,6.66,1,3색등,측주식,,,,
0086,01,6.66,1,3색등,측주식,,,,
0086,01,6.66,1,2색보행등+잔여시간표시기,측주식,,,,
0086,01,6.66,0,2색보행등+잔여시간표시기,측주식,,,,
0086,01,6.66,1,2색보행등,측주식,,,,
0086,01,6.943,0,2색보행등+잔여시간표시기,측주식,,,,
0086,01,6.943,1,2색보행등+잔여시간표시기,측주식,,,,
0086,01,6.943,0,3색등,측주식,,,,
0086,01,6.943,1,3색등,측주식,,,,
0086,01,6.943,0,3색등,측주식,,,,
0086,01,6.959,1,3색등,측주식,,,,
0086,01,6.959,1,3색등,측주식,,,,
0086,01,6.963,0,3색등,측주식,,,,
0086,01,7.027,0,2색등,측주식,,,,
0086,01,7.027,0,2색보행등+잔여시간표시기,측주식,,,,
0086,01,7.042,0,3색등,측주식,,,,
0086,01,7.042,0,3색등,측주식,,,,
0086,01,7.042,0,3색등,측주식,,,,
0086,01,7.042,0,3색등,측주식,,,,
0086,01,7.053,1,기타,측주식,2구,,,
0086,01,7.053,1,2색보행등,측주식,,,,
0086,01,7.19,0,3색등,측주식,,,,
0086,01,7.19,0,3색등,측주식,,,,
0086,01,7.194,1,3색등,측주식,,,,
0086,01,7.194,1,3색등,측주식,,,,
0086,01,7.194,1,3색등,측주식,,,,
0086,01,7.215,1,3색등,측주식,,,,
0086,01,7.215,1,2색보행등+잔여시간표시기,측주식,,,,
0086,01,7.215,1,3색등,측주식,,,,
0086,01,7.215,1,3색등,측주식,,,,
0086,01,7.215,1,3색등,측주식,,,,
0086,01,7.231,0,3색등,측주식,,,,
0086,01,7.231,0,3색등,측주식,,,,
0086,01,7.231,0,2색보행등+잔여시간표시기,측주식,,,,
0086,01,7.469,0,2색보행등+잔여시간표시기,측주식,,,,
0086,01,7.469,0,2색보행등+잔여시간표시기,측주식,,,,
0086,01,7.469,0,4색등,측주식,,,,
0086,01,7.469,0,4색등,측주식,,,,
0086,01,7.469,0,4색등,측주식,,,,
0086,01,7.476,1,2색보행등+잔여시간표시기,측주식,,,,
0086,01,7.476,1,4색등,측주식,,,,
0086,01,7.476,1,2색보행등+잔여시간표시기,측주식,,,,
0086,01,7.476,1,3색등,측주식,,,,
0086,01,7.485,0,4색등,측주식,,,,
0086,01,7.485,0,4색등,측주식,,,,
0086,01,7.485,0,2색보행등+잔여시간표시기,측주식,,,,
0086,01,7.49,1,4색등,측주식,,,,
0086,01,7.49,1,2색보행등+잔여시간표시기,측주식,,,,
0086,01,7.504,1,3색등,측주식,,,,
0086,01,7.504,1,3색등,측주식,,,,
0086,01,7.594,0,3색등,측주식,,,,
0086,01,7.594,0,2색보행등+잔여시간표시기,측주식,,,,
0086,01,7.598,1,3색등,측주식,,,,
0086,01,7.598,1,2색보행등,측주식,,,,
0086,01,7.598,1,3색등,측주식,,,,
0086,01,7.607,1,2색보행등,측주식,,,,
0086,01,7.609,0,2색보행등,측주식,,,,
0086,01,7.636,0,2색보행등,측주식,,,,
0086,01,7.636,0,4색등,측주식,,,,
0086,01,7.636,0,4색등,측주식,,,,
0086,01,7.638,1,3색등,측주식,,,,
0086,01,7.638,1,3색등,측주식,,,,
0086,01,7.638,1,3색등,측주식,,,,
0086,01,7.638,1,3색등,측주식,,,,
0086,01,7.638,1,2색보행등,측주식,,,,
0086,01,7.638,1,4색등,측주식,,,,
0086,01,7.638,1,4색등,측주식,,,,
0086,01,7.644,0,2색보행등,측주식,,,,
0086,01,7.645,1,2색보행등,측주식,,,,
0086,01,7.663,1,2색보행등,측주식,,,,
0086,01,7.665,0,2색보행등,측주식,,,,
0086,01,7.672,1,2색보행등+잔여시간표시기,측주식,,,,
0086,01,7.672,1,4색등,측주식,,,,
0086,01,7.672,1,4색등,측주식,,,,
0086,01,7.678,0,기타,측주식,,,,
0086,01,7.68,0,3색등,측주식,,,,
0086,01,7.68,0,4색등,측주식,,,,
0086,01,7.68,0,3색등,측주식,,,,
0086,01,7.68,0,3색등,측주식,,,,
0086,01,7.68,0,4색등,측주식,,,,
0086,01,7.68,0,3색등,측주식,,,,
0086,01,7.682,0,2색보행등,측주식,,,,
0086,01,7.684,1,2색보행등+잔여시간표시기,측주식,,,,
0086,01,7.692,0,2색보행등+잔여시간표시기,측주식,,,,
0086,01,7.704,0,2색보행등,측주식,,,,
0086,01,7.711,0,2색보행등,측주식,,,,
0086,01,7.711,0,3색등,측주식,,,,
0086,01,7.711,0,3색등,측주식,,,,
0086,01,7.719,1,3색등,측주식,,,,
0086,01,7.719,1,2색보행등+잔여시간표시기,측주식,,,,
0086,01,8.654,0,4색등,측주식,,,,
0086,01,8.654,0,4색등,측주식,,,,
0086,01,8.654,0,2색보행등+잔여시간표시기,측주식,,,,
0086,01,8.657,1,2색보행등+잔여시간표시기,측주식,,,,
0086,01,8.657,1,4색등,측주식,,,,
0086,01,8.661,1,2색보행등+잔여시간표시기,측주식,,,,
0086,01,8.663,0,2색보행등+잔여시간표시기,측주식,,,,
0086,01,8.663,0,4색등,측주식,,,,
0086,01,8.663,0,4색등,측주식,,,,
0086,01,8.677,0,2색보행등+잔여시간표시기,측주식,,,,
0086,01,8.678,1,4색등,측주식,,,,
0086,01,8.678,1,2색보행등+잔여시간표시기,측주식,,,,
0086,01,8.678,1,4색등,측주식,,,,
0086,01,8.68,0,2색보행등+잔여시간표시기,측주식,,,,
0086,01,8.68,0,4색등,측주식,,,,
0086,01,8.687,1,2색보행등+잔여시간표시기,측주식,,,,
0086,01,8.687,1,4색등,측주식,,,,
0086,01,8.687,1,4색등,측주식,,,,
0086,01,9.207,0,2색보행등+잔여시간표시기,측주식,,,,
0086,01,9.207,0,3색등,측주식,,,,
0086,01,9.207,0,3색등,측주식,,,,
0086,01,9.214,1,2색보행등+잔여시간표시기,측주식,,,,
0086,01,9.214,1,3색등,측주식,,,,
0086,01,9.214,1,3색등,측주식,,,,
0086,01,9.395,0,2색보행등+잔여시간표시기,측주식,,,,
0086,01,9.395,0,4색등,측주식,,,,
0086,01,9.395,0,4색등,측주식,,,,
0086,01,9.401,0,2색보행등+잔여시간표시기,측주식,,,,
0086,01,9.401,0,4색등,측주식,,,,
0086,01,9.401,0,4색등,측주식,,,,
0086,01,9.403,1,4색등,측주식,,,,
0086,01,9.403,1,2색보행등+잔여시간표시기,측주식,,,,
0086,01,9.405,1,2색보행등+잔여시간표시기,측주식,,,,
0086,01,9.421,1,4색등,측주식,,,,
0086,01,9.421,1,4색등,측주식,,,,
0086,01,9.421,1,2색보행등+잔여시간표시기,측주식,,,,
0086,01,9.421,1,2색보행등+잔여시간표시기,측주식,,,,
0086,01,9.423,0,2색보행등+잔여시간표시기,측주식,,,,
0086,01,9.423,0,4색등,측주식,,,,
0086,01,9.423,0,2색보행등+잔여시간표시기,측주식,,,,
0086,01,9.435,1,4색등,측주식,,,,
0086,01,9.435,1,4색등,측주식,,,,
0086,01,9.64,1,2색보행등+잔여시간표시기,측주식,,,,
0086,01,9.64,1,3색등,측주식,,,,
0086,01,9.644,0,2색보행등+잔여시간표시기,측주식,,,,
0086,01,9.644,0,3색등,측주식,,,,
0086,01,9.644,0,3색등,측주식,,,,
0086,01,9.644,0,4색등,측주식,,,,
0086,01,9.644,0,2색보행등+잔여시간표시기,측주식,,,,
0086,01,9.644,0,4색등,측주식,,,,
0086,01,9.655,1,2색보행등+잔여시간표시기,측주식,,,,
0086,01,9.664,0,2색보행등+잔여시간표시기,측주식,,,,
0086,01,9.667,0,3색등,측주식,,,,
0086,01,9.679,1,2색보행등+잔여시간표시기,측주식,,,,
0086,01,9.679,1,3색등,측주식,,,,
0086,01,9.679,1,4색등,측주식,,,,
0086,01,9.679,1,3색등,측주식,,,,
0086,01,9.679,1,4색등,측주식,,,,
0088,03,0.005,0,2색등,편지식,,,,
0088,03,0.014,0,2색등,편지식,,,,
0088,03,0.017,0,2색보행등,편지식,,,,
0088,03,0.017,0,4색등,측주식,,2EA,,
0088,03,0.024,1,2색보행등,편지식,,,,
0088,03,0.93,0,3색등,측주식,,4EA,,
0088,01,3.167,0,4색등,단주식,, ,,
0088,01,3.167,0,2색보행등,측주식,,2ea,,
0088,01,3.179,1,2색보행등,단주식,, ,,
0088,01,3.238,0,2색보행등,단주식,, ,,
0088,01,3.24,1,2색보행등,단주식,, ,,
0088,01,3.244,1,3색등,측주식,,2ea,,
0088,01,3.244,1,4색등,측주식,,2ea,,
0088,01,3.263,0,4색등,측주식,,2ea,,
0088,01,3.263,0,2색보행등,단주식,, ,,
0088,01,3.269,1,2색보행등,단주식,, ,,
0088,01,3.433,0,기타,측주식,,3구 4ea,,
0088,02,9.211,1,4색등,측주식,2017,2EA,,
0088,02,9.211,1,3색등,측주식,2017,2EA,,
0088,02,9.214,0,2색보행등,부착식,2017,,,
0088,02,9.214,0,3색등,측주식,2017,2EA,,
0088,02,9.214,0,4색등,측주식,2017,2EA,,
0088,02,9.221,0,2색보행등,단주식,2017,,,
0088,04,10.757,0,4색등,측주식,20161110,,,
0088,04,10.833,0,4색등,측주식,20161110,,,
0088,04,10.833,0,3색등,측주식,20161110,,,
0088,04,10.846,1,3색등,측주식,20161110,,,
0088,04,10.931,1,3색등,측주식,20161110,,,
0098,12,0.044,1,2색보행등,단주식,2014,,,
0098,12,0.044,0,4색등,편지식,2014,,,
0098,12,0.044,0,4색등,편지식,2014,2개,,
0098,12,0.044,1,4색등,편지식,2014,2개,,
0098,12,0.044,1,2색보행등,단주식,2014,,,
0098,12,0.044,1,4색등,편지식,2014,,,
0098,12,0.044,0,2색보행등,단주식,2014,,,
0098,12,0.044,0,2색보행등,단주식,2014,,,
0098,12,0.064,0,2색보행등,단주식,2014,,,
0098,12,0.064,1,4색등,편지식,2014,,,
0098,12,0.064,1,2색보행등,단주식,2014,,,
0098,12,0.064,1,2색보행등,단주식,2014,,,
0098,12,0.064,1,4색등,편지식,2014,2개,,
0098,12,0.064,0,3색등,편지식,2014,,,
0098,12,0.064,0,2색보행등,단주식,2014,,,
0098,12,0.064,0,4색등,편지식,2014,2개,,
0098,12,0.439,1,2색보행등,단주식,2014,,,
0098,12,0.439,1,4색등,편지식,2014,2개,,
0098,12,0.444,0,4색등,단주식,2014,,,
0098,12,0.444,0,3색등,단주식,2014,2개,,
0098,12,0.444,0,2색보행등,단주식,2014,,,
0098,12,0.454,0,3색등,편지식,2014,,,
0098,12,0.454,1,3색등,편지식,2014,2개,,
0098,12,0.454,1,2색보행등,단주식,2014,,,
0098,12,0.459,0,2색보행등,단주식,2014,,,
0098,12,0.459,1,3색등,편지식,2014,,,
0098,12,0.459,0,3색등,편지식,2014,2개,,
0098,10,0.48,1,3색등,편지식,2014,국도47호선,,
0098,10,0.495,0,3색등,편지식,2014,2개  국도47호선,,
0098,10,0.495,0,2색보행등,단주식,2014,국도47호선,,
0098,10,0.495,1,3색등,편지식,2014,국도47호선,,
0098,10,0.5,0,3색등,편지식,2014,국도47호선,,
0098,10,0.5,1,3색등,편지식,2014,2개  국도47호선,,
0098,10,0.5,1,2색보행등,단주식,2014,국도47호선,,
0098,10,0.6,0,2색보행등,단주식,2014,국도47호선,,
0098,10,0.6,0,4색등,편지식,2014,국도47호선(2개),,
0098,10,0.62,1,4색등,편지식,2014,국도47호선,,
0098,10,0.64,1,3색등,편지식,2014,국도47호선(2개),,
0098,10,0.655,0,2색보행등,단주식,2014,국도47호선,,
0098,07,0.657,1,기타,현수식,,"3구 점멸등, 5ea",,
0098,10,0.66,0,4색등,편지식,2014,국도47호선,,
0098,10,0.66,1,2색보행등,단주식,2014,국도47호선,,
0098,10,0.66,0,2색보행등,단주식,2014,국도47호선,,
0098,10,0.66,1,4색등,편지식,2014,국도47호선(2개),,
0098,10,0.71,1,3색등,편지식,2014,3개,,
0098,10,0.71,0,4색등,편지식,2014,2개,,
0098,10,0.73,0,2색보행등,단주식,2014,,,
0098,10,0.73,0,4색등,편지식,2014,,,
0098,10,0.73,0,3색등,편지식,2014,2개,,
0098,10,0.735,1,2색보행등,단주식,2014,,,
0098,10,0.735,1,3색등,편지식,2014,2개,,
0098,12,0.764,1,4색등,편지식,2014,2개,,
0098,12,0.764,1,2색보행등,단주식,2014,,,
0098,12,0.774,0,3색등,편지식,2014,2개,,
0098,12,0.774,0,4색등,편지식,2014,,,
0098,12,0.774,0,2색보행등,단주식,2014,,,
0098,12,0.784,1,4색등,편지식,2014,,,
0098,12,0.784,1,3색등,편지식,2014,2개,,
0098,12,0.784,0,4색등,편지식,2014,2개,,
0098,04,0.828,1,3색등,측주식,,2EA,,
0098,04,0.841,0,3색등,측주식,,2EA,,
0098,04,0.983,1,기타,단주식,,1EA,,
0098,04,0.983,1,3색등,측주식,,2EA,,
0098,04,1.002,0,기타,측주식,,2EA,,
0098,04,1.002,0,3색등,단주식,,1EA,,
0098,07,1.04,0,3색등,현수식,,2ea,,
0098,07,1.156,0,2색보행등,단주식,,,,
0098,07,1.162,1,3색등,현수식,,3ea,,
0098,07,1.162,1,2색보행등,부착식,,,,
0098,07,1.176,0,3색등,현수식,,2ea,,
0098,12,1.229,1,4색등,편지식,2014,2개,,
0098,12,1.234,1,2색보행등,단주식,2014,,,
0098,12,1.239,0,3색등,편지식,2014,,,
0098,12,1.239,0,2색보행등,단주식,2014,,,
0098,12,1.244,1,3색등,편지식,2014,,,
0098,12,1.244,0,2색보행등,편지식,2014,,,
0098,12,1.244,0,3색등,편지식,2014,,,
0098,12,1.264,0,2색보행등,편지식,2014,,,
0098,12,1.264,0,3색등,편지식,2014,2개,,
0098,12,1.264,1,4색등,편지식,2014,,,
0098,07,1.285,0,2색보행등,단주식,,,,
0098,10,1.29,0,4색등,편지식,2014,2개,,
0098,07,1.293,1,3색등,현수식,,3ea,,
0098,07,1.293,1,2색보행등,부착식,,,,
0098,07,1.306,0,3색등,현수식,,3ea,,
0098,10,1.32,1,3색등,편지식,2014,2개,,
0098,10,1.32,1,4색등,편지식,2014,,,
0098,04,1.371,0,2색보행등,측주식,,2EA,,
0098,04,1.371,0,3색등,단주식,,1EA,,
0098,04,1.447,1,3색등,측주식,,2EA,,
0098,07,1.461,0,2색보행등,단주식,,잔여시간표시기,,
0098,07,1.466,1,2색보행등,부착식,,잔여시간표시기,,
0098,07,1.466,1,3색등,현수식,,3ea,,
0098,04,1.468,1,3색등,측주식,,1EA,,
0098,07,1.478,0,3색등,현수식,,3ea,,
0098,07,1.645,1,2색보행등,부착식,,잔여시간표시기,,
0098,07,1.645,1,3색등,현수식,,3ea,,
0098,07,1.652,0,3색등,현수식,,3ea,,
0098,04,1.724,1,3색등,측주식,,2EA,,
0098,07,1.762,1,4색등,현수식,,3ea,,
0098,07,1.765,0,3색등,현수식,,2ea,,
0098,07,1.765,0,4색등,현수식,,,,
0098,07,1.766,1,2색보행등,단주식,,,,
0098,07,1.773,0,2색보행등,단주식,,잔여시간표시기,,
0098,07,1.876,1,4색등,현수식,,6ea,,
0098,07,1.876,1,2색보행등,부착식,,2ea,,
0098,07,1.879,0,2색보행등,단주식,,"잔여시간표시기, 2ea",,
0098,07,1.891,1,2색보행등,단주식,,2ea,,
0098,07,1.892,0,4색등,현수식,,3ea,,
0098,07,1.892,0,2색보행등,부착식,,"잔여시간표시기, 2ea",,
0098,12,1.899,1,4색등,편지식,2014,2개,,
0098,12,1.899,1,2색보행등,단주식,2014,,,
0098,12,1.904,0,4색등,편지식,2014,,,
0098,12,1.904,0,4색등,편지식,2014,2개,,
0098,12,1.904,0,2색보행등,단주식,2014,,,
0098,12,1.924,1,4색등,편지식,2014,,,
0098,12,1.924,1,4색등,편지식,2014,2개,,
0098,12,1.924,1,2색보행등,단주식,2014,,,
0098,04,1.93,1,3색등,측주식,,1EA,,
0098,12,1.934,0,4색등,편지식,2014,,,
0098,12,1.934,0,2색보행등,단주식,2014,,,
0098,04,1.935,0,3색등,단주식,,1EA,,
0098,04,1.935,0,2색보행등,측주식,,2EA,,
0098,07,1.994,0,4색등,현수식,,2ea,,
0098,07,1.997,1,4색등,현수식,,3ea,,
0098,07,2.014,0,4색등,현수식,,3ea,,
0098,07,2.016,0,2색보행등,단주식,,잔여시간표시기,,
0098,07,2.02,1,2색보행등,부착식,,"잔여시간표시기, 2ea",,
0098,07,2.02,1,4색등,현수식,,3ea,,
0098,07,2.129,0,기타,현수식,,"3구 점멸등, 4ea",,
0098,07,2.255,0,2색보행등,단주식,,잔여시간표시기,,
0098,07,2.262,0,2색보행등,단주식,,,,
0098,07,2.263,1,2색보행등,부착식,,,,
0098,07,2.263,1,3색등,현수식,,3ea,,
0098,07,2.279,1,3색등,현수식,,2ea,,
0098,07,2.282,0,3색등,현수식,,3ea,,
0098,04,2.503,0,4색등,측주식,,2EA,,
0098,10,2.85,0,2색보행등,단주식,2014,,,
0098,10,2.85,0,4색등,편지식,2014,,,
0098,10,2.86,1,4색등,편지식,2014,2개,,
0098,10,2.86,1,4색등,편지식,2014,,,
0098,10,2.86,1,2색보행등,단주식,2014,,,
0098,10,2.88,0,2색보행등,단주식,2014,,,
0098,10,2.88,0,4색등,편지식,2014,2개,,
0098,10,2.88,0,4색등,편지식,2014,,,
0098,07,2.885,1,3색등,현수식,,3ea,,
0098,10,2.885,1,4색등,편지식,2014,2개,,
0098,10,2.885,1,2색보행등,단주식,2014,,,
0098,07,2.92,0,3색등,현수식,,3ea,,
0098,07,2.92,0,2색보행등,부착식,,,,
0098,07,2.925,1,2색보행등,단주식,,,,
0098,07,2.995,1,3색등,현수식,,2ea,,
0098,07,3.244,1,2색보행등,단주식,,,,
0098,07,3.252,0,3색등,현수식,,4ea,,
0098,07,3.419,1,3색등,현수식,,4ea,,
0098,07,3.44,0,3색등,현수식,,2ea,,
0098,12,3.464,1,3색등,편지식,2014,2개,,
0098,12,3.464,1,4색등,편지식,2014,,,
0098,18,3.475,1,3색등,현수식,,4ea,,
0098,18,3.475,1,4색등,현수식,,2ea,,
0098,18,3.488,1,2색보행등,단주식,,잔여시간표시기,,
0098,18,3.488,1,3색등,단주식,,세로,,
0098,12,3.494,0,4색등,편지식,2014,2개,,
0098,18,3.499,0,2색보행등,단주식,,잔여시간표시기,,
0098,10,3.52,0,3색등,편지식,2014,2개,,
0098,10,3.52,0,2색보행등,편지식,2014,,,
0098,10,3.52,1,4색등,편지식,2014,,,
0098,10,3.54,0,3색등,편지식,2014,,,
0098,10,3.54,1,3색등,편지식,2014,,,
0098,10,3.54,0,2색보행등,편지식,2014,,,
0098,10,3.545,0,2색보행등,단주식,2014,,,
0098,10,3.545,0,3색등,편지식,2014,,,
0098,10,3.55,1,2색보행등,단주식,2014,,,
0098,10,3.555,1,4색등,편지식,2014,2개,,
0098,10,4,1,4색등,편지식,2014,,,
0098,10,4,1,3색등,편지식,2014,2개,,
0098,10,4,0,4색등,편지식,2014,2개,,
0098,07,4.001,0,2색보행등,단주식,,잔여시간표시기,,
0098,10,4.01,0,4색등,편지식,2014,,,
0098,10,4.01,0,3색등,편지식,2014,2개,,
0098,10,4.01,0,2색보행등,단주식,2014,,,
0098,07,4.012,1,3색등,단주식,,세로,,
0098,07,4.012,1,2색보행등,단주식,,잔여시간표시기,,
0098,10,4.02,1,4색등,편지식,2014,2개,,
0098,10,4.02,1,2색보행등,단주식,2014,,,
0098,07,4.025,1,3색등,현수식,,4ea,,
0098,07,4.025,1,4색등,현수식,,2ea,,
0098,12,4.049,1,2색보행등,단주식,2014,,,
0098,12,4.049,1,3색등,편지식,2014,2개,,
0098,12,4.054,0,3색등,편지식,2014,2개,,
0098,12,4.054,0,2색보행등,단주식,2014,,,
0098,12,4.054,0,4색등,편지식,2014,,,
0098,18,4.06,0,3색등,현수식,,2ea,,
0098,12,4.074,1,3색등,편지식,2014,3개,,
0098,12,4.074,0,4색등,편지식,2014,2개,,
0098,18,4.081,1,3색등,현수식,,4ea,,
0098,12,4.124,1,4색등,편지식,2014,국도47호선(2개),,
0098,12,4.124,1,2색보행등,단주식,2014,국도47호선,,
0098,12,4.124,0,4색등,편지식,2014,국도47호선,,
0098,12,4.124,0,2색보행등,단주식,2014,국도47호선,,
0098,12,4.129,0,2색보행등,단주식,2014,국도47호선,,
0098,12,4.144,1,3색등,편지식,2014,국도47호선(2개),,
0098,12,4.164,1,4색등,편지식,2014,국도47호선,,
0098,12,4.184,0,4색등,편지식,2014,국도47호선(2개),,
0098,12,4.184,0,2색보행등,단주식,2014,국도47호선,,
0098,18,4.248,0,3색등,현수식,,4ea,,
0098,18,4.256,1,2색보행등,단주식,,,,
0098,12,4.284,1,3색등,편지식,2014,2개  국도47호선,,
0098,12,4.284,0,3색등,편지식,2014,국도47호선,,
0098,12,4.284,1,2색보행등,단주식,2014,국도47호선,,
0098,12,4.289,1,3색등,편지식,2014,국도47호선,,
0098,12,4.289,0,2색보행등,단주식,2014,국도47호선,,
0098,12,4.289,0,3색등,편지식,2014,2개  국도47호선,,
0098,12,4.304,1,3색등,편지식,2014,국도47호선,,
0098,10,4.325,1,3색등,편지식,2014,,,
0098,10,4.325,0,3색등,편지식,2014,2개,,
0098,10,4.325,0,2색보행등,단주식,2014,,,
0098,10,4.33,1,3색등,편지식,2014,2개,,
0098,10,4.33,1,2색보행등,단주식,2014,,,
0098,10,4.33,0,3색등,편지식,2014,,,
0098,10,4.34,0,2색보행등,단주식,2014,,,
0098,10,4.34,0,4색등,단주식,2014,,,
0098,10,4.34,0,3색등,단주식,2014,2개,,
0098,10,4.345,1,2색보행등,단주식,2014,,,
0098,10,4.345,1,4색등,편지식,2014,2개,,
0098,18,4.505,1,3색등,현수식,,2ea,,
0098,18,4.575,1,2색보행등,단주식,,,,
0098,18,4.58,0,3색등,현수식,,3ea,,
0098,18,4.58,0,2색보행등,부착식,,,,
0098,18,4.615,1,3색등,현수식,,3ea,,
0098,10,4.72,0,2색보행등,단주식,2014,,,
0098,10,4.72,0,3색등,편지식,2014,,,
0098,10,4.72,0,4색등,편지식,2014,2개,,
0098,10,4.72,0,2색보행등,단주식,2014,,,
0098,10,4.72,1,4색등,편지식,2014,,,
0098,10,4.72,1,2색보행등,단주식,2014,,,
0098,10,4.72,1,2색보행등,단주식,2014,,,
0098,10,4.72,1,4색등,편지식,2014,2개,,
0098,10,4.74,1,2색보행등,단주식,2014,,,
0098,10,4.74,0,2색보행등,단주식,2014,,,
0098,10,4.74,0,2색보행등,단주식,2014,,,
0098,10,4.74,0,4색등,편지식,2014,,,
0098,10,4.74,1,4색등,편지식,2014,2개,,
0098,10,4.74,1,2색보행등,단주식,2014,,,
0098,10,4.74,0,4색등,편지식,2014,2개,,
0098,10,4.74,1,4색등,편지식,2014,,,
0098,18,5.218,0,3색등,현수식,,3ea,,
0098,18,5.221,1,3색등,현수식,,2ea,,
0098,18,5.237,1,2색보행등,부착식,,,,
0098,18,5.237,1,3색등,현수식,,3ea,,
0098,18,5.238,0,2색보행등,단주식,,,,
0098,18,5.245,0,2색보행등,단주식,,잔여시간표시기,,
0098,18,5.371,0,기타,현수식,,"3구 점멸등, 4ea",,
0098,18,5.48,1,4색등,현수식,,3ea,,
0098,18,5.48,1,2색보행등,부착식,,"잔여시간표시기, 2ea",,
0098,18,5.484,0,2색보행등,단주식,,잔여시간표시기,,
0098,18,5.486,0,4색등,현수식,,3ea,,
0098,18,5.503,1,4색등,현수식,,3ea,,
0098,18,5.506,0,4색등,현수식,,2ea,,
0098,24,5.58,1,4색등,측주식,2014,,,
0098,24,5.585,0,3색등,측주식,2014,,,
0098,24,5.605,1,3색등,측주식,2014,,,
0098,18,5.608,0,4색등,현수식,,3ea,,
0098,18,5.608,0,2색보행등,부착식,,"잔여시간표시기, 2ea",,
0098,18,5.609,1,2색보행등,단주식,,2ea,,
0098,24,5.615,0,4색등,측주식,2014,,,
0098,18,5.621,0,2색보행등,단주식,,"잔여시간표시기, 2ea",,
0098,18,5.624,1,4색등,현수식,,6ea,,
0098,18,5.624,1,2색보행등,부착식,,2ea,,
0098,18,5.727,0,2색보행등,단주식,,잔여시간표시기,,
0098,18,5.734,1,2색보행등,단주식,,,,
0098,18,5.735,0,4색등,현수식,,,,
0098,18,5.735,0,3색등,현수식,,2ea,,
0098,18,5.738,1,4색등,현수식,,3ea,,
0098,18,5.848,0,3색등,현수식,,3ea,,
0098,18,5.855,1,3색등,현수식,,3ea,,
0098,18,5.855,1,2색보행등,부착식,,잔여시간표시기,,
0098,18,6.022,0,3색등,현수식,,3ea,,
0098,18,6.034,1,2색보행등,부착식,,잔여시간표시기,,
0098,18,6.034,1,3색등,현수식,,3ea,,
0098,18,6.039,0,2색보행등,단주식,,잔여시간표시기,,
0098,18,6.194,0,3색등,현수식,,3ea,,
0098,18,6.207,1,2색보행등,부착식,,,,
0098,18,6.207,1,3색등,현수식,,3ea,,
0098,18,6.215,0,2색보행등,단주식,,,,
0098,18,6.324,0,3색등,현수식,,2ea,,
0098,18,6.338,1,3색등,현수식,,3ea,,
0098,18,6.338,1,2색보행등,부착식,,,,
0098,18,6.344,0,2색보행등,단주식,,,,
0098,18,6.46,0,3색등,현수식,,2ea,,
0098,24,6.55,0,3색등,측주식,2014,,,
0098,24,6.56,0,4색등,측주식,2014,,,
0098,24,6.56,1,4색등,측주식,2014,,,
0098,24,6.56,1,3색등,측주식,2014,,,
0098,24,6.57,1,3색등,측주식,2014,,,
0098,18,6.843,1,기타,현수식,,"3구 점멸등, 5ea",,
0098,04,8.022,0,2색보행등+잔여시간표시기,측주식,20161110,,,
0098,04,8.022,0,4색등,측주식,20161110,,,
0098,04,8.03,1,3색등,측주식,20161110,,,
0098,04,8.03,0,3색등,측주식,20161110,,,
0098,04,8.03,1,2색보행등+잔여시간표시기,측주식,20161110,,,
0098,04,8.046,0,4색등,측주식,20161110,,,
0098,04,8.046,0,2색보행등+잔여시간표시기,측주식,20161110,,,
0098,04,8.047,1,3색등,측주식,20161110,,,
0098,04,8.047,1,2색보행등+잔여시간표시기,측주식,20161110,,,
0098,24,8.145,1,3색등,측주식,2014,,,
0098,24,8.15,0,3색등,측주식,2014,,,
0098,24,8.16,1,3색등,측주식,2014,,,
0098,24,8.17,0,4색등,측주식,2014,,,
0098,26,8.319,1,2색보행등+잔여시간표시기,측주식,20161021,,,
0098,26,8.32,0,2색보행등+잔여시간표시기,단주식,20161021,,,
0098,26,8.32,1,4색등,측주식,20161021,,,
0098,26,8.325,0,4색등,측주식,20161021,,,
0098,26,8.349,1,2색보행등+잔여시간표시기,측주식,20161021,,,
0098,26,8.35,1,4색등,측주식,20161021,,,
0098,26,8.35,0,2색보행등+잔여시간표시기,측주식,20161021,,,
0098,26,8.35,0,4색등,측주식,20161021,,,
0098,02,9.905,0,기타,단주식,20220519,2구점멸등,,
0098,02,9.922,1,기타,단주식,20220519,2구점멸등,,
0098,15,10.075,0,4색등,측주식,,2EA,,
